feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,id,name,artist
-0.18845701695214906,-0.14653884687687133,-0.9054638326847264,-0.32580694323081005,-0.3963848900956194,0.25368363740551525,0wJoRiX5K5BxlqZTolB2LD,Purple Haze,Jimi Hendrix
0.6551029347432055,0.07538383588359401,-1.2809542466544896,1.207431593825899,-0.8892319806542841,-0.7772150585861191,3lN8PP6R2IxbLP05QpYXng,Born To Be Wild - Single Version,Steppenwolf
0.14352649422408278,-2.6354767233652634,-1.4281765161009605,0.2682685414029409,-1.0141530940160606,-1.1305659757316533,48i055G1OT5KxGGftwFxWy,"Oh, Pretty Woman",Roy Orbison
0.6473831959907227,-0.042528256190216586,-1.1022796989762653,-1.030709492117679,-0.8749044125382189,-1.47348110990748,0sDqo9UPzPUtu9wEkI3zRB,The Weight - Remastered,The Band
0.4321678534918619,0.5348032615228531,-0.9810199860903597,-0.17423548810396816,-1.1662276386735801,1.570978855641523,0aym2LBJBk9DAYuHHutrIl,Hey Jude - Remastered 2015,The Beatles
1.6629824043571582,-0.4435542838318147,-0.0005278189748289345,-0.22767550950749543,0.49981716467354986,-2.3253185690029006,6l7tK5SsMlN8a9ccgeIkpS,Sweet Caroline - Single Version,Neil Diamond
0.1786489679706283,-1.9254257053858257,-1.1797122206884512,0.14321509822327314,-0.6238968446252612,-0.18087565380068754,4s6LhHAV5SEsOV0lC2tjvJ,California Dreamin' - Single Version,The Mamas & The Papas
-1.0953830241039841,-1.1532958614441058,0.2579208956398163,-0.29382389972265194,-0.3905359301680895,-0.42184010213858053,0iA3xXSkSCiJywKyo1UKjQ,Louie Louie,The Kingsmen
-1.1616418477066301,-1.2450450600738465,-1.2330184063654284,-1.9187831571705323,0.4492510680672646,-1.3725426525180195,66FSV5dLK5sNLZ00IfHxfD,Bad Moon Rising,Creedence Clearwater Revival
2.019683669902941,-0.4921732030703832,-1.826592384656955,0.8533237621069512,0.7337360911844281,1.041624811930293,6lFZbCc7pn6Lme1NP7qQqQ,You Can't Always Get What You Want,The Rolling Stones
0.6601545651696196,-2.2102631753151414,-1.0995538641445834,-0.03058710423631149,-0.353336773764588,-0.7903944924222612,6FRwDxXsvSasw0y2eDArsz,Sunshine Of Your Love,Cream
-0.5272332318023721,-0.5583916294634297,-1.5506340999310675,0.15981568747078023,-0.549493657268562,0.8262365777582366,2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,Jimi Hendrix
-0.6144320171864721,-0.9198633314104716,-1.4360223103212604,0.32131601095149,-0.31791916847162077,-0.11931713819046087,4BVE5tIIpYabZcYCbephNW,Touch Me,The Doors
-0.19982136088984367,0.5481919639604177,-1.4870280478966889,-0.6458976244694711,0.39739465942479707,-1.4638117640256696,60C8zGPTdAAmDshHnMuyfc,Pinball Wizard,The Who
-0.034633310839199016,-0.7684044104416536,-1.9467615449418216,0.14953341954275137,-0.1708626989991335,0.3694685278664218,389QX9Q1eUOEZ19vtzzI9O,While My Guitar Gently Weeps - Remastered 2009,The Beatles
1.1277406128656235,-1.208013726379492,-1.7981490983219859,0.4322647347121582,0.3909903987262977,0.638233310530973,3AhXZa8sUQht0UEdBJgpGc,Like a Rolling Stone,Bob Dylan
0.0593652282598875,-2.619084486347193,-0.9054205808308873,0.20678337878725858,-0.0794185935169692,-0.64979520915976,1qRA5BS78u3gME0loMl9AA,For What It's Worth,Buffalo Springfield
1.4596465832764458,-0.39995608720354114,-1.8665526121243643,0.6180179261120151,-0.9929741197268008,0.4833287579140093,72Z17vmmeQKAg8bptWvpVG,Space Oddity - 2015 Remaster,David Bowie
0.021073602214413494,-0.9197469454624352,-1.268514838608691,-0.5288282082654128,-0.34269657198792736,0.375429913957484,587bVBCHYW5Q2VNRLig4AS,Born On The Bayou,Creedence Clearwater Revival
0.3746272210892566,-1.234760076002785,0.14875911805034517,0.9713682723862441,-1.0876437949706383,0.40833486154457194,1Ud6moTC0KyXMq1Oxfien0,Sympathy For The Devil - 50th Anniversary Edition,The Rolling Stones
-0.7461069847637316,-1.2818550207178387,-2.0682876822174006,0.1927264641503937,-1.918082368336533,-1.0037326501898427,3KiexfmhxHvG5IgAElmTkd,I Saw Her Standing There - Remastered 2009,The Beatles
1.3765978714819163,-2.0968491783373375,-0.5927839794850595,-0.47760983573798454,-1.0025890084414486,-2.046663227221489,4fQMGlCawbTkH9yPPZ49kP,Green Onions,Booker T. & the M.G.'s
0.7339401756022328,-1.4137197352984099,-1.5817903585843878,-0.5547314886572684,-0.08880331747608691,-0.33982153245930385,4WTk7vle9ubGFvRUkaGUBd,Ramble On - Remaster,Led Zeppelin
-0.512880174211008,-0.759461146846734,-1.0763870983972328,-1.7029264068959336,-0.2571880012348355,-1.6130682567057562,6mv76kovZyVB0UHbqUsee0,Proud Mary,Creedence Clearwater Revival
0.835223101058311,-0.7101229561776574,-1.4387155347364,0.622260104162338,-0.961677984116751,0.12998164846519125,5t9KYe0Fhd5cW6UYT4qP8f,Good Vibrations - Remastered 2001,The Beach Boys
-1.1061298961782102,-0.5748998652693331,-1.7963518935511409,0.5714663452254664,-0.14123591475980937,-0.4048533638545469,7CZiDzGVjUssMSOXrDNYHL,Ticket To Ride - Remastered 2009,The Beatles
1.0364657288338268,0.23664976342659333,-1.7703797793849945,0.22727682848638064,-0.5839492700440169,1.094939707412174,7BY005dacJkbO6EPiOh2wb,House Of The Rising Sun,The Animals
-0.27361152556002777,-1.5138479300985348,-1.6031960872247457,0.43373843702449516,0.38177361392890063,-0.2061352281918762,6ToM0uwxtPKo9CMpbPGYvM,Break on Through (To the Other Side),The Doors
0.470413976519779,-1.2759305207792055,-1.2241562776535477,0.3826297526778023,-0.15887888577043804,0.13844078147548797,6H3kDe7CGoWYBabAeVWGiD,Gimme Shelter,The Rolling Stones
-0.10186634955161612,1.4740423002637804,0.35163696961723356,3.0206550853721357,-3.4332352468920915,-0.044356053039511414,2AxCeJ6PSsBYiTckM0HLY7,Voodoo Child (Slight Return),Jimi Hendrix
0.09159496204514021,-1.3158341658935124,-1.5290085786587624,0.10274180086939891,-0.21827975868980384,0.056449568411343215,4u9f8hqstB7iITDJNzKhQx,My Generation - Stereo Version,The Who
1.0094658920321145,-1.3333909701366282,-1.263166198379498,-0.2686450003220319,-0.5847266644142884,0.6179638751360094,3Xls4cNOwy01dtrNXb1inG,White Room,Cream
-1.2068356798475568,-0.7306829119257077,-1.4431889489036978,-1.6221439919730092,-0.7669073276152308,-2.2469738106143113,1ckVrHITCk9BMhyRcsnblh,Green River,Creedence Clearwater Revival
0.6417620665308551,-1.7010476236907117,-1.0920109540141205,-0.5467352454543696,-0.7127145221582121,-0.16591724939579514,4c4jJJoaiY21t2TyRZgdWS,Magic Carpet Ride,Steppenwolf
-1.2368345651763322,-1.5933428939498766,-1.4362210520073904,0.5291766424799002,-1.2037861286667724,-1.0479191987159275,29SyMC0plk6qw8NMF7lfRL,You Really Got Me - Mono Mix,The Kinks
0.5417443812829316,-2.0259376586206987,-0.9909404891413599,-0.25502602986382983,-0.7634147746852101,-1.0174828619749823,5lmGgOaixbwKHtpTzjJoqx,Under My Thumb,The Rolling Stones
-0.8079198706295904,0.07680669402500741,-0.5903377656997781,1.6735252708664097,-0.4929763028604678,-0.4573434938570503,3UDmHZcBTQp8Iu8droNtUl,Revolution - Remastered 2009,The Beatles
-0.7466130363147787,-1.4997735124781035,-1.20302163371954,0.516708769976128,-0.6369287315521212,-0.4329354991750838,4BP3uh0hFLFRb5cjsgLqDh,Fortunate Son,Creedence Clearwater Revival
-0.37018277184250237,-2.081542542089245,-1.2551436042352362,-0.2706935282273239,-0.6500740766166943,-1.1277730565877675,3bWGaqVeYKMlLss40mPgNn,"Hello, I Love You",The Doors
-0.39736653421164514,-0.05809055196826383,-1.8120606598223825,0.6136587940865167,1.2826119756020298,-0.2806874479818739,23MrkN7g6Q5U7GLIxNHN1B,Foxey Lady,Jimi Hendrix
-0.1086825789298901,-0.930197066798322,-0.9860706038897061,-0.1469632081712937,-0.027779451876137794,-0.24807609202422995,6sMGNw1E4q79DoAFGDCYuD,Good Times Bad Times - Remaster,Led Zeppelin
-0.5702707668860669,0.08857102945819013,0.25069742779739046,-0.9919758579245095,0.2083132065991517,-1.8604272863557791,5wfbkDVnNgPG4asSYvtMIC,Gloria - Stereo Version,Them
-1.171285187552469,-1.2027595565625562,-1.6971875551544073,-0.003899326996708527,-1.016241173623108,-0.5965563498076941,5J2CHimS7dWYMImCHkEFaJ,A Hard Day's Night - Remastered 2009,The Beatles
1.3567975989722516,-1.8143319903116972,-1.1242094507315734,0.6552291351479542,0.12012203849487724,-0.7082442046665708,4hupcimlg3UBbW1kAQ6vrT,Ruby Tuesday,The Rolling Stones
0.8646716543877766,-0.19739846852132886,-2.0048573403170304,0.02699054482641786,-0.7811517845614471,1.3759312152972367,5uvosCdMlFdTXhoazkTI5R,Light My Fire,The Doors
-0.3107866962072535,-3.0241695980140295,-0.2394092078453706,0.028686885591237006,-0.3551436217019423,-1.0441147247757352,2gE95JskwQ1pCACTpGe1Db,Down On The Corner,Creedence Clearwater Revival
-1.2687964933267093,0.20624330650703745,0.7227484936138836,-0.34701865462280695,-0.5981931954526482,-0.6512822657070664,4rXSVEYOuJNicjAm3NiYK6,All Day and All of the Night - 2014 Remastered Version,The Kinks
0.5900216370704812,0.8110260775877142,-0.4235388897589963,-0.048045986253443064,-2.5234285935961873,-2.5914818177462573,2cM6hAcaR3zsh2oYYV2MWU,Wild Thing,The Troggs
-0.4601391015924308,0.059434299131837606,-1.6806910562949982,-1.070292378593803,-0.031035674606403503,-1.6979708909158764,09t1lDivsjZffcTC7rNa2m,Street Fighting Man,The Rolling Stones
-0.13432504484793972,1.0591022573718116,0.5824239689989308,3.5316598332494697,0.438342110807464,0.3216373336835065,0hCB0YR03f6AmQaHbwWDe8,Whole Lotta Love - 1990 Remaster,Led Zeppelin
-0.43260874487065104,-0.9354566380000603,-2.2122543504746686,1.7089639676309925,-0.2349431339467791,-1.313510478715398,3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,Van Morrison
0.9333304957196857,-1.6509152172021637,-1.5448814194284282,0.07968292594680357,0.9122983496171072,0.4548531574084053,25yQPHgC35WNnnOUqFhgVR,Lucy In The Sky With Diamonds - Remastered 2009,The Beatles
0.12375726372317279,-2.2583278045514152,-1.0651488235719666,1.2085220982834246,0.3962443509493861,-1.6028181004423996,1Jmqubf9kGkWeYQXQKImL5,People Are Strange,The Doors
-0.4515011628807797,-0.9145210686769678,-1.8484454544314575,-0.1795034458403953,-0.9734041457586162,0.07908322720197998,5qBqBdfTEIWJwAS0Jm2F5R,Turn! Turn! Turn! (To Everything There Is a Season),The Byrds
1.3252643377412066,-1.2515380911739271,-1.5126271850272874,1.0725209027714777,-2.2178823199560567,-1.1964012051337536,52vA3CYKZqZVdQnzRrdZt6,The Times They Are A-Changin',Bob Dylan
-1.1000959025096644,-0.9863237208200407,-1.2343760412360643,-0.6169612875213272,-0.8025975626597666,-0.545031678462598,5FKkbyGm42hw1y08l2knlO,(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones
0.15555488974017723,-1.3352093962626586,-1.2364248739424777,-0.21343443249449953,-0.7488511866225828,-0.06358722789255018,0DQqzCHlPyKQXfF8uL01SI,Sunny Afternoon - Mono Mix,The Kinks
-0.2590177067999615,0.4151846178083669,-1.398274690470811,2.4027816970721956,2.7961037418510637,-1.5281933040971407,0KpTFH1SzexN8SGc0GPILC,Don't Let Me Be Misunderstood,The Animals
0.7811565974904114,-1.5223852819078532,-0.9673341139667236,-0.35629224681000526,-0.24235644309578902,-0.8327588427013503,5tmrnhMxx39jnu3kjopMdP,Evil Ways,Santana
0.7799146408206066,-0.2907367390067796,-1.1301989217463992,-0.019069777570634997,-0.017373989236710064,0.11445689907789511,6WE7jSshLCuVKoCmobVKVf,Heartbreaker - 1990 Remaster,Led Zeppelin
0.22083941796310558,-0.5030758458043175,-1.827052961587816,-0.4153281581044954,-0.05848869628937357,0.6043206459017855,4SDywo3ykB2PEthjXvo1UP,I Put A Spell On You,Creedence Clearwater Revival
1.558977881613874,-2.0061231595476765,-0.6665964292935456,0.47194871070163985,-0.2929483847073577,-0.3485762573759596,4vpeKl0vMGdAXpZiQB2Dtd,White Rabbit,Jefferson Airplane
-1.1757313709445099,0.18496554335470577,-1.791867899837164,1.1899035561381532,-0.9414508277316932,-0.9349687006860817,1RJeiAIwR9pZBgJA8ndZLL,"Paint It, Black - Mono",The Rolling Stones
-0.0283480311484645,-0.735604205334719,-1.4871879805104173,0.16026151695433818,0.1622476430076332,0.18485579747830985,5nrmGFJ87crVoJF5xdRqwn,Waterloo Sunset - Mono Mix,The Kinks
-1.6823539022021274,-0.7781343603250147,-0.43253584562991787,-0.6346173737699632,-1.2077787628629741,-0.667038693365653,6Um3XCAxl9YfFmAnGl93xc,I Fought the Law - Single Version,The Bobby Fuller Four
0.9291343592547027,-1.0570443331967847,-1.2812477534265396,0.8128836636480965,-0.19109642492399037,-0.6586714352840689,2nvcTDmZkRWKNMAL29sLHo,The Night They Drove Old Dixie Down,The Band
0.17941573198226973,-0.818054740769978,-1.4333125756199239,0.6519908570050287,-1.5094274131694234,-0.5242519259275573,3v9xlH6BpmRbqL7hgNJhfT,I Get Around (Mono),The Beach Boys
0.5882812737116045,0.05986797992420057,0.5314949787899482,0.054010584989568275,-0.7375569369421392,0.2934471184337831,5qA1ZrjjVLh1cL9GZOFdNm,Time Has Come Today,The Chambers Brothers
0.17886665046444927,-1.0465625789396857,-1.5815713292255575,0.8507871406921113,0.734134907511867,-0.9183328381065682,1BmVQ5RGqqtF5cnsv6cQYu,"Girl, You'll Be A Woman Soon",Neil Diamond
-0.031000619608275812,-0.952517660665709,-1.5266780515449698,0.08120658293426168,-0.41751710341572607,0.014949306335537775,7AzFID6u1b3zIWbd9pb8Dk,Summer in the City - Remastered,The Lovin' Spoonful
-1.0135136494410804,-0.45309984583154245,-2.0294525332758035,1.4788738017140635,-1.0751881608118905,-1.685441711144224,3SdingSsFcZDZAyvcJbgAw,Can't Buy Me Love - Remastered 2009,The Beatles
-0.14666127521088346,0.2575013704675706,-0.04279448062355748,1.1859175032626166,1.0836117523007787,-1.393826769766012,0fYgtNCNCjFDeJWTIMukNU,Itchycoo Park,Small Faces
-0.703566008467204,-1.5141766558815843,-1.0057821499787365,-0.18659028618005255,-1.4110442428550374,-0.8023599512342567,7aTCCNpHJD2Jgv0LLVJb8Y,Up On Cripple Creek,The Band
2.5350698837400687,-0.10372184886868101,-1.244758290446263,0.09167591404778105,0.09840707141490841,1.1119833834640291,6L5BZEcZmD6RBJnimzlyKr,Nights In White Satin - Single Version / Mono,The Moody Blues
0.6355705458809623,-0.6617369902150773,0.10787253615558219,0.12215766244204232,0.7773314729223707,-0.03389971846236125,1vXuYPpkLjn1v06E2EsWQY,Crimson & Clover - Single Version,Tommy James & The Shondells
-0.7774479668909055,-2.1545601404130914,-1.1543289533787948,-0.4384002374006196,-0.6212432318304019,-0.9301309756193213,1Ay5MiilZj2ZGQLeTWVJ6o,Lodi,Creedence Clearwater Revival
0.16909702509068736,-1.0284044021677643,-1.740120177280133,1.2606268499778337,0.003998856417250374,-0.990690922951854,4uGIJG1jYFonGc4LGp5uQL,Somebody to Love,Jefferson Airplane
-0.22175776550780518,-2.055353554010842,-1.655370484701474,0.30301934873986114,-1.1635109415645208,-0.762788060329487,5ZBeML7Lf3FMEVviTyvi8l,Twist And Shout - Remastered 2009,The Beatles
0.5882795961721685,-1.0358147352082385,-1.8604266644696326,1.7653443246055311,0.8241031640171542,-1.4773808639544,2HCaIYjkvWSZzaSKUoOh3d,Mr. Tambourine Man,The Byrds
-0.321453668266839,-0.504049862461584,-0.05483236309100009,-0.41005710238715604,-1.0394863470520013,-0.5785863357740452,0AiuEo7FCxP2y2WTOpLPe5,Heart Full of Soul,The Yardbirds
-0.017381682721314264,0.8582830423734668,-1.6415387612774384,1.1118654239178165,0.9931421738170657,-0.08847959555188822,672N8DGGTOLCOgWe0koX5g,I Wanna Be Your Dog,The Stooges
